date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:12:32	600/600	---MCZ	200	added ('OK')	text/css	etag:W/%2268aedbf9-258%22	https://traze.com/lib/plugins/elementor/assets/css/widget-heading.min.css?ver=3.31.3	C:/Users/lxraa/Videos/Traze/traze.com/lib/plugins/elementor/assets/css/widget-heading.min94b7.css	(from https://traze.com/)
15:12:32	254/254	---MCZ	200	added ('OK')	text/css	etag:W/%2268aedbf9-fe%22	https://traze.com/lib/plugins/elementor/assets/css/widget-image.min.css?ver=3.31.3	C:/Users/lxraa/Videos/Traze/traze.com/lib/plugins/elementor/assets/css/widget-image.min94b7.css	(from https://traze.com/)
15:12:32	77/77	---MCZ	200	added ('OK')	text/css	etag:W/%2268aedbf9-4d%22	https://traze.com/lib/plugins/elementor/assets/lib/animations/styles/fadeIn.min.css?ver=3.31.3	C:/Users/lxraa/Videos/Traze/traze.com/lib/plugins/elementor/assets/lib/animations/styles/fadeIn.min94b7.css	(from https://traze.com/)
15:12:32	16471/16471	---MCZ	200	added ('OK')	text/css	etag:W/%2268aedbf9-4057%22	https://traze.com/lib/plugins/elementor/assets/lib/swiper/v8/css/swiper.min.css?ver=8.4.5	C:/Users/lxraa/Videos/Traze/traze.com/lib/plugins/elementor/assets/lib/swiper/v8/css/swiper.min94a4.css	(from https://traze.com/)
15:12:33	9329/9329	---MCZ	200	added ('OK')	text/css	etag:W/%2268aecf6f-2471%22	https://traze.com/lib/plugins/bdthemes-element-pack/assets/css/ep-font.css?ver=8.3.1	C:/Users/lxraa/Videos/Traze/traze.com/lib/plugins/bdthemes-element-pack/assets/css/ep-fonted84.css	(from https://traze.com/)
15:12:33	102729/102729	---MCZ	200	added ('OK')	text/css	etag:W/%2268aecf6f-19149%22	https://traze.com/lib/plugins/bdthemes-element-pack/assets/css/bdt-uikit.css?ver=3.21.7	C:/Users/lxraa/Videos/Traze/traze.com/lib/plugins/bdthemes-element-pack/assets/css/bdt-uikit4ecf.css	(from https://traze.com/)
15:12:33	41357/41357	---MCZ	200	added ('OK')	text/css	etag:W/%2268aecf6f-a18d%22	https://traze.com/lib/plugins/bdthemes-element-pack/assets/css/ep-helper.css?ver=8.3.1	C:/Users/lxraa/Videos/Traze/traze.com/lib/plugins/bdthemes-element-pack/assets/css/ep-helpered84.css	(from https://traze.com/)
15:12:33	1053/1053	---MCZ	200	added ('OK')	text/css	etag:W/%2268aecf6f-41d%22	https://traze.com/lib/plugins/bdthemes-element-pack/assets/css/ep-static-carousel.css?ver=8.3.1	C:/Users/lxraa/Videos/Traze/traze.com/lib/plugins/bdthemes-element-pack/assets/css/ep-static-carouseled84.css	(from https://traze.com/)
15:12:34	793/793	---MCZ	200	added ('OK')	text/css	etag:W/%2268aedbf9-319%22	https://traze.com/lib/plugins/elementor/assets/css/widget-counter.min.css?ver=3.31.3	C:/Users/lxraa/Videos/Traze/traze.com/lib/plugins/elementor/assets/css/widget-counter.min94b7.css	(from https://traze.com/)
15:12:34	2780/2780	---MCZ	200	added ('OK')	text/css	etag:W/%2268b1a7af-adc%22	https://traze.com/lib/plugins/zfx-widgets/assets/public/css/products.css?ver=1.4.5	C:/Users/lxraa/Videos/Traze/traze.com/lib/plugins/zfx-widgets/assets/public/css/products47a7.css	(from https://traze.com/)
15:12:34	1833/1833	---MCZ	200	added ('OK')	text/css	etag:W/%2268aedbf9-729%22	https://traze.com/lib/plugins/elementor/assets/css/widget-spacer.min.css?ver=3.31.3	C:/Users/lxraa/Videos/Traze/traze.com/lib/plugins/elementor/assets/css/widget-spacer.min94b7.css	(from https://traze.com/)
15:12:34	4430/4430	---MCZ	200	added ('OK')	text/css	etag:W/%2268aedbf9-114e%22	https://traze.com/lib/plugins/elementor/assets/css/widget-icon-box.min.css?ver=3.31.3	C:/Users/lxraa/Videos/Traze/traze.com/lib/plugins/elementor/assets/css/widget-icon-box.min94b7.css	(from https://traze.com/)
15:12:34	5450/5450	---MCZ	200	added ('OK')	text/css	etag:W/%2268aecf6f-154a%22	https://traze.com/lib/plugins/bdthemes-element-pack/assets/css/ep-advanced-button.css?ver=8.3.1	C:/Users/lxraa/Videos/Traze/traze.com/lib/plugins/bdthemes-element-pack/assets/css/ep-advanced-buttoned84.css	(from https://traze.com/)
15:12:35	130/130	---MCZ	200	added ('OK')	text/css	etag:W/%2268aedbf9-82%22	https://traze.com/lib/plugins/elementor/assets/lib/animations/styles/fadeInUp.min.css?ver=3.31.3	C:/Users/lxraa/Videos/Traze/traze.com/lib/plugins/elementor/assets/lib/animations/styles/fadeInUp.min94b7.css	(from https://traze.com/)
15:12:35	1528/1528	---MCZ	200	added ('OK')	text/css	etag:W/%2268aecf6f-5f8%22	https://traze.com/lib/plugins/bdthemes-element-pack/assets/css/ep-marker.css?ver=8.3.1	C:/Users/lxraa/Videos/Traze/traze.com/lib/plugins/bdthemes-element-pack/assets/css/ep-markered84.css	(from https://traze.com/)
15:12:35	134210/134210	---MCZ	200	added ('OK')	text/css	etag:W/%2268e6462d-20c42%22	https://traze.com/lib/uploads/elementor/css/post-740.css?ver=1759921709	C:/Users/lxraa/Videos/Traze/traze.com/lib/uploads/elementor/css/post-740efcd.css	(from https://traze.com/)
15:12:35	153801/153801	---MCZ	200	added ('OK')	text/css	etag:W/%2268f89405-258c9%22	https://traze.com/lib/uploads/zfxcore-global.css?ver=9367	C:/Users/lxraa/Videos/Traze/traze.com/lib/uploads/zfxcore-globalcdb6.css	(from https://traze.com/)
15:12:36	4671/4671	---MCZ	200	added ('OK')	text/css	etag:W/%2268aecf6f-123f%22	https://traze.com/lib/plugins/bdthemes-element-pack/assets/css/tippy.css?ver=8.3.1	C:/Users/lxraa/Videos/Traze/traze.com/lib/plugins/bdthemes-element-pack/assets/css/tippyed84.css	(from https://traze.com/)
15:12:36	45297/45297	---MCZ	200	added ('OK')	text/css	etag:W/%2267f7a907-b0f1%22	https://traze.com/lib/uploads/elementor/google-fonts/css/inter.css?ver=1744283911	C:/Users/lxraa/Videos/Traze/traze.com/lib/uploads/elementor/google-fonts/css/inter617d.css	(from https://traze.com/)
15:12:36	15432/15432	---MCZ	200	added ('OK')	text/css	etag:W/%2267f7a908-3c48%22	https://traze.com/lib/uploads/elementor/google-fonts/css/poppins.css?ver=1744283912	C:/Users/lxraa/Videos/Traze/traze.com/lib/uploads/elementor/google-fonts/css/poppins0bf3.css	(from https://traze.com/)
15:12:36	58071/58071	---MCZ	200	added ('OK')	text/css	etag:W/%2268aedbf9-e2d7%22	https://traze.com/lib/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min.css?ver=5.15.3	C:/Users/lxraa/Videos/Traze/traze.com/lib/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min52d5.css	(from https://traze.com/)
15:12:37	675/675	---MCZ	200	added ('OK')	text/css	etag:W/%2268aedbf9-2a3%22	https://traze.com/lib/plugins/elementor/assets/lib/font-awesome/css/brands.min.css?ver=5.15.3	C:/Users/lxraa/Videos/Traze/traze.com/lib/plugins/elementor/assets/lib/font-awesome/css/brands.min52d5.css	(from https://traze.com/)
15:12:37	677/677	---MCZ	200	added ('OK')	text/css	etag:W/%2268aedbf9-2a5%22	https://traze.com/lib/plugins/elementor/assets/lib/font-awesome/css/regular.min.css?ver=5.15.3	C:/Users/lxraa/Videos/Traze/traze.com/lib/plugins/elementor/assets/lib/font-awesome/css/regular.min52d5.css	(from https://traze.com/)
15:12:37	290/290	---MCZ	200	added ('OK')	application/javascript	etag:W/%226825bb15-122%22	https://traze.com/lib/plugins/sitepress-multilingual-cms/res/js/cookies/language-cookie.js?ver=474000	C:/Users/lxraa/Videos/Traze/traze.com/lib/plugins/sitepress-multilingual-cms/res/js/cookies/language-cookie0e1f.js	(from https://traze.com/)
15:12:37	87553/87553	---MCZ	200	added ('OK')	application/javascript	etag:W/%22654ad85a-15601%22	https://traze.com/wp-includes/js/jquery/jquery.min.js?ver=3.7.1	C:/Users/lxraa/Videos/Traze/traze.com/wp-includes/js/jquery/jquery.minf43b.js	(from https://traze.com/)
15:12:37	13577/13577	---MCZ	200	added ('OK')	application/javascript	etag:W/%2264d2df2c-3509%22	https://traze.com/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1	C:/Users/lxraa/Videos/Traze/traze.com/wp-includes/js/jquery/jquery-migrate.min5589.js	(from https://traze.com/)
15:12:38	471794/471794	---MCZ	200	added ('OK')	application/json	date:Sat,%2015%20Nov%202025%2011:12:37%20GMT	https://traze.com/wp-json/	C:/Users/lxraa/Videos/Traze/traze.com/wp-json/index.html	(from https://traze.com/)
15:12:39	392863/392863	---MCZ	200	added ('OK')	application/json	date:Sat,%2015%20Nov%202025%2011:12:37%20GMT	https://traze.com/wp-json/wp/v2/pages/740	C:/Users/lxraa/Videos/Traze/traze.com/wp-json/wp/v2/pages/740.json	(from https://traze.com/)
15:12:39	2405/2405	---MCZ	200	added ('OK')	application/json	date:Sat,%2015%20Nov%202025%2011:12:38%20GMT	https://traze.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Ftraze.com%2F	C:/Users/lxraa/Videos/Traze/traze.com/wp-json/oembed/1.0/embed2c4d.json	(from https://traze.com/)
15:12:40	2618/2618	---MCZ	200	added ('OK')	text/xml	date:Sat,%2015%20Nov%202025%2011:12:38%20GMT	https://traze.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Ftraze.com%2F&format=xml	C:/Users/lxraa/Videos/Traze/traze.com/wp-json/oembed/1.0/embeddc44	(from https://traze.com/)
15:12:40	1555/1555	---M--	400	error ('Bad%20Request')	text/html	date:Sat,%2015%20Nov%202025%2011:12:39%20GMT	https://www.googletagmanager.com/gtm.js?id=	C:/Users/lxraa/Videos/Traze/www.googletagmanager.com/gtm.255445.delayed	(from https://traze.com/)
15:12:40	33566/33566	---M--	200	added ('OK')	image/png	etag:%226763e252-831e%22	https://traze.com/lib/uploads/2024/12/cropped-64px-2.png	C:/Users/lxraa/Videos/Traze/traze.com/lib/uploads/2024/12/cropped-64px-2.png	(from https://traze.com/)
15:12:41	1169/1169	---M--	200	added ('OK')	image/png	etag:%226763e251-491%22	https://traze.com/lib/uploads/2024/12/cropped-64px-2-32x32.png	C:/Users/lxraa/Videos/Traze/traze.com/lib/uploads/2024/12/cropped-64px-2-32x32.png	(from https://traze.com/)
15:12:41	10963/10963	---M--	200	added ('OK')	image/png	etag:%226763e251-2ad3%22	https://traze.com/lib/uploads/2024/12/cropped-64px-2-192x192.png	C:/Users/lxraa/Videos/Traze/traze.com/lib/uploads/2024/12/cropped-64px-2-192x192.png	(from https://traze.com/)
15:12:41	13106/13106	---M--	200	added ('OK')	image/png	etag:%226763e251-3332%22	https://traze.com/lib/uploads/2024/12/cropped-64px-2-180x180.png	C:/Users/lxraa/Videos/Traze/traze.com/lib/uploads/2024/12/cropped-64px-2-180x180.png	(from https://traze.com/)
15:12:41	2592/2592	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2268a8939b-a20%22	https://traze.com/lib/uploads/2025/08/traze-light.svg	C:/Users/lxraa/Videos/Traze/traze.com/lib/uploads/2025/08/traze-light.svg	(from https://traze.com/)
15:12:41	535/535	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22646ccf96-217%22	https://traze.com/lib/uploads/flags/gb.svg	C:/Users/lxraa/Videos/Traze/traze.com/lib/uploads/flags/gb.svg	(from https://traze.com/)
15:12:42	95406/95406	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22646ccf96-174ae%22	https://traze.com/lib/uploads/flags/mx.svg	C:/Users/lxraa/Videos/Traze/traze.com/lib/uploads/flags/mx.svg	(from https://traze.com/)
15:12:42	143206/143206	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Nov%202025%2011:12:41%20GMT	https://traze.com/trading/	C:/Users/lxraa/Videos/Traze/traze.com/trading/index.html	(from https://traze.com/)
15:12:42	266/266	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2265ef3d71-10a%22	https://traze.com/lib/uploads/flags/ae.svg	C:/Users/lxraa/Videos/Traze/traze.com/lib/uploads/flags/ae.svg	(from https://traze.com/)
15:12:43	1099/1099	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226294f349-44b%22	https://traze.com/lib/uploads/2022/05/secure-login.svg	C:/Users/lxraa/Videos/Traze/traze.com/lib/uploads/2022/05/secure-login.svg	(from https://traze.com/)
15:12:43	257468/257468	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Nov%202025%2011:12:42%20GMT	https://traze.com/trading/forex/	C:/Users/lxraa/Videos/Traze/traze.com/trading/forex/index.html	(from https://traze.com/)
15:12:43	247624/247624	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Nov%202025%2011:12:42%20GMT	https://traze.com/trading/indices/	C:/Users/lxraa/Videos/Traze/traze.com/trading/indices/index.html	(from https://traze.com/)
15:12:43	538/538	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226328427b-21a%22	https://traze.com/lib/uploads/2022/09/Ellipse-83-2.svg	C:/Users/lxraa/Videos/Traze/traze.com/lib/uploads/2022/09/Ellipse-83-2.svg	(from https://traze.com/)
15:12:44	452/452	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2263284095-1c4%22	https://traze.com/lib/uploads/2022/09/Ellipse-79-1.svg	C:/Users/lxraa/Videos/Traze/traze.com/lib/uploads/2022/09/Ellipse-79-1.svg	(from https://traze.com/)
15:12:44	235912/235912	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Nov%202025%2011:12:43%20GMT	https://traze.com/trading/shares/	C:/Users/lxraa/Videos/Traze/traze.com/trading/shares/index.html	(from https://traze.com/)
15:12:44	218764/218764	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Nov%202025%2011:12:43%20GMT	https://traze.com/trading/commodities/	C:/Users/lxraa/Videos/Traze/traze.com/trading/commodities/index.html	(from https://traze.com/)
15:12:44	98849/98849	---M--	200	added ('OK')	image/png	etag:%22683ffc35-18221%22	https://traze.com/lib/uploads/2025/06/home-hero.png	C:/Users/lxraa/Videos/Traze/traze.com/lib/uploads/2025/06/home-hero.png	(from https://traze.com/)
15:12:45	2549/2549	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22629f38bf-9f5%22	https://traze.com/lib/uploads/2022/06/Frame.svg	C:/Users/lxraa/Videos/Traze/traze.com/lib/uploads/2022/06/Frame.svg	(from https://traze.com/)
15:12:45	104349/104349	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Nov%202025%2011:12:44%20GMT	https://traze.com/trading/contract-specification/	C:/Users/lxraa/Videos/Traze/traze.com/trading/contract-specification/index.html	(from https://traze.com/)
15:12:45	105637/105637	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Nov%202025%2011:12:44%20GMT	https://traze.com/trading/leverage-policy/	C:/Users/lxraa/Videos/Traze/traze.com/trading/leverage-policy/index.html	(from https://traze.com/)
15:12:45	211470/211470	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Nov%202025%2011:12:43%20GMT	https://traze.com/trading/cryptocurrency/	C:/Users/lxraa/Videos/Traze/traze.com/trading/cryptocurrency/index.html	(from https://traze.com/)
15:12:46	1155/1155	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2262987518-483%22	https://traze.com/lib/uploads/2022/06/leverage.svg	C:/Users/lxraa/Videos/Traze/traze.com/lib/uploads/2022/06/leverage.svg	(from https://traze.com/)
15:12:47	179686/179686	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Nov%202025%2011:12:45%20GMT	https://traze.com/trading-accounts/	C:/Users/lxraa/Videos/Traze/traze.com/trading-accounts/index.html	(from https://traze.com/)
15:12:48	2855/2855	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226565c26a-b27%22	https://traze.com/lib/uploads/2023/11/support-icon.svg	C:/Users/lxraa/Videos/Traze/traze.com/lib/uploads/2023/11/support-icon.svg	(from https://traze.com/)
15:12:48	161837/161837	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Nov%202025%2011:12:46%20GMT	https://traze.com/trading-accounts/prime-trading-account/	C:/Users/lxraa/Videos/Traze/traze.com/trading-accounts/prime-trading-account/index.html	(from https://traze.com/)
15:12:48	162055/162055	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Nov%202025%2011:12:46%20GMT	https://traze.com/trading-accounts/pro-trading-account/	C:/Users/lxraa/Videos/Traze/traze.com/trading-accounts/pro-trading-account/index.html	(from https://traze.com/)
15:12:48	176212/176212	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Nov%202025%2011:12:46%20GMT	https://traze.com/trading-accounts/standard-trading-account/	C:/Users/lxraa/Videos/Traze/traze.com/trading-accounts/standard-trading-account/index.html	(from https://traze.com/)
15:12:48	900/900	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2262a0a431-384%22	https://traze.com/lib/uploads/2022/06/Frame-1.svg	C:/Users/lxraa/Videos/Traze/traze.com/lib/uploads/2022/06/Frame-1.svg	(from https://traze.com/)
15:12:49	333/333	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2262987537-14d%22	https://traze.com/lib/uploads/2022/06/execution.svg	C:/Users/lxraa/Videos/Traze/traze.com/lib/uploads/2022/06/execution.svg	(from https://traze.com/)
15:12:49	187452/187452	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Nov%202025%2011:12:47%20GMT	https://traze.com/trading-platform/	C:/Users/lxraa/Videos/Traze/traze.com/trading-platform/index.html	(from https://traze.com/)
15:12:49	190127/190127	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Nov%202025%2011:12:48%20GMT	https://traze.com/trading-platform/traze-mt4-for-windows/	C:/Users/lxraa/Videos/Traze/traze.com/trading-platform/traze-mt4-for-windows/index.html	(from https://traze.com/)
15:12:50	147880/147880	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Nov%202025%2011:12:48%20GMT	https://traze.com/trading-platform/traze-mt4-for-mac/	C:/Users/lxraa/Videos/Traze/traze.com/trading-platform/traze-mt4-for-mac/index.html	(from https://traze.com/)
15:12:50	3462/3462	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22629f3a2a-d86%22	https://traze.com/lib/uploads/2022/06/Shared-Brige.svg	C:/Users/lxraa/Videos/Traze/traze.com/lib/uploads/2022/06/Shared-Brige.svg	(from https://traze.com/)
15:12:50	1909/1909	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22629874bc-775%22	https://traze.com/lib/uploads/2022/06/security.svg	C:/Users/lxraa/Videos/Traze/traze.com/lib/uploads/2022/06/security.svg	(from https://traze.com/)
15:12:50	1182/1182	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2262987548-49e%22	https://traze.com/lib/uploads/2022/06/transparency.svg	C:/Users/lxraa/Videos/Traze/traze.com/lib/uploads/2022/06/transparency.svg	(from https://traze.com/)
15:12:50	135112/135112	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Nov%202025%2011:12:49%20GMT	https://traze.com/trading-platform/traze-mt4-for-mobile/	C:/Users/lxraa/Videos/Traze/traze.com/trading-platform/traze-mt4-for-mobile/index.html	(from https://traze.com/)
15:12:52	533/533	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2263248067-215%22	https://traze.com/lib/uploads/2022/09/gradient-object-1.svg	C:/Users/lxraa/Videos/Traze/traze.com/lib/uploads/2022/09/gradient-object-1.svg	(from https://traze.com/)
15:12:52	145177/145177	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Nov%202025%2011:12:50%20GMT	https://traze.com/trading-platform-mt5/traze-mt5-for-mac/	C:/Users/lxraa/Videos/Traze/traze.com/trading-platform-mt5/traze-mt5-for-mac/index.html	(from https://traze.com/)
15:12:52	186140/186140	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Nov%202025%2011:12:50%20GMT	https://traze.com/trading-platform-mt5/	C:/Users/lxraa/Videos/Traze/traze.com/trading-platform-mt5/index.html	(from https://traze.com/)
15:12:52	187260/187260	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Nov%202025%2011:12:50%20GMT	https://traze.com/trading-platform-mt5/traze-mt5-for-windows/	C:/Users/lxraa/Videos/Traze/traze.com/trading-platform-mt5/traze-mt5-for-windows/index.html	(from https://traze.com/)
15:12:52	1420/1420	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2268b1a7af-58c%22	https://traze.com/lib/plugins/zfx-widgets/assets/trading_symbols/XAUUSD.svg	C:/Users/lxraa/Videos/Traze/traze.com/lib/plugins/zfx-widgets/assets/trading_symbols/XAUUSD.svg	(from https://traze.com/)
15:12:54	1407/1407	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2268b1a7af-57f%22	https://traze.com/lib/plugins/zfx-widgets/assets/trading_symbols/XAGUSD.svg	C:/Users/lxraa/Videos/Traze/traze.com/lib/plugins/zfx-widgets/assets/trading_symbols/XAGUSD.svg	(from https://traze.com/)
15:12:54	131100/131100	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Nov%202025%2011:12:52%20GMT	https://traze.com/trading-platform-mt5/traze-mt5-for-mobile/	C:/Users/lxraa/Videos/Traze/traze.com/trading-platform-mt5/traze-mt5-for-mobile/index.html	(from https://traze.com/)
15:12:54	115944/115944	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Nov%202025%2011:12:52%20GMT	https://traze.com/trading-platform/traze-mobile-app/	C:/Users/lxraa/Videos/Traze/traze.com/trading-platform/traze-mobile-app/index.html	(from https://traze.com/)
15:12:54	221047/221047	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Nov%202025%2011:12:52%20GMT	https://traze.com/trading-tools/	C:/Users/lxraa/Videos/Traze/traze.com/trading-tools/index.html	(from https://traze.com/)
15:12:54	1407/1407	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2268b1a7af-57f%22	https://traze.com/lib/plugins/zfx-widgets/assets/trading_symbols/XPTUSD.svg	C:/Users/lxraa/Videos/Traze/traze.com/lib/plugins/zfx-widgets/assets/trading_symbols/XPTUSD.svg	(from https://traze.com/)
15:12:55	14552/14552	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2268b1a7af-38d8%22	https://traze.com/lib/plugins/zfx-widgets/assets/trading_symbols/EURUSD.svg	C:/Users/lxraa/Videos/Traze/traze.com/lib/plugins/zfx-widgets/assets/trading_symbols/EURUSD.svg	(from https://traze.com/)
15:12:55	112469/112469	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Nov%202025%2011:12:53%20GMT	https://traze.com/trading-tools/cfd-expiration-date/	C:/Users/lxraa/Videos/Traze/traze.com/trading-tools/cfd-expiration-date/index.html	(from https://traze.com/)
15:12:55	13901/13901	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2268b1a7af-364d%22	https://traze.com/lib/plugins/zfx-widgets/assets/trading_symbols/GBPUSD.svg	C:/Users/lxraa/Videos/Traze/traze.com/lib/plugins/zfx-widgets/assets/trading_symbols/GBPUSD.svg	(from https://traze.com/)
15:12:55	97184/97184	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Nov%202025%2011:12:54%20GMT	https://traze.com/trading-tools/economic-calendar/	C:/Users/lxraa/Videos/Traze/traze.com/trading-tools/economic-calendar/index.html	(from https://traze.com/)
15:12:55	14655/14655	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2268b1a7af-393f%22	https://traze.com/lib/plugins/zfx-widgets/assets/trading_symbols/USDJPY.svg	C:/Users/lxraa/Videos/Traze/traze.com/lib/plugins/zfx-widgets/assets/trading_symbols/USDJPY.svg	(from https://traze.com/)
